Area,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
France,356662544.0,331688532.0,368702034.0,324721290.0,365662730.0,350718363.0,336800775.0,338898031.0,356667885.0,368940843.0,351232304.0,367450457.0,357330693.0,355263565.0,384606594.0,376767218.0,341996111.0,397250203.0,358660480.0,369386566.0,321134296.0,355718780.0,335271041.0,309571963.0
French Guiana,175473.0,196329.0,176764.0,184919.0,191086.0,187252.0,195968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
French Polynesia,182652.0,179200.0,197325.0,196743.0,192569.0,210577.0,209391.0,210839.0,204497.0,190861.0,194983.0,199514.0,200400.0,193210.0,194406.0,194814.0,199163.0,201540.0,199549.0,197763.0,198665.0,197114.0,192649.0,167696.0
Gabon,2417391.0,2401371.0,2437317.0,2383236.0,2374965.0,2445812.0,2488740.0,2567548.0,2685631.0,2774395.0,2909595.0,3091251.0,3143421.0,3289000.0,3372005.0,3375384.0,3400859.0,3439192.0,3488038.0,3533760.0,3655683.0,3901471.0,4103371.0,3783768.0
Gambia,862405.0,939376.0,661893.0,855064.0,971541.0,886430.0,925771.0,712757.0,959563.0,1142312.0,1274599.0,837112.0,973272.0,942034.0,821014.0,954704.0,791243.0,655917.0,523458.0,526117.0,547789.0,561425.0,576781.0,600400.0
Georgia,5159484.0,6153558.0,5947268.0,6728146.0,6140928.0,6962701.0,3920737.0,4827944.0,4377523.0,4106790.0,3613798.0,4297228.0,4159843.0,4997634.0,4337483.0,4131006.0,4279230.0,3689828.0,4405066.0,4426817.0,4744076.0,4787282.0,4514176.0,4174510.0
Germany,311378773.0,308313116.0,296741764.0,279108014.0,320376273.0,303128847.0,284737378.0,294941699.0,309340457.0,319649420.0,302643791.0,315078830.0,321268944.0,313701382.0,347860065.0,321565068.0,323779439.0,339403423.0,296200442.0,315492842.0,315487049.0,286595415.0,277901565.0,240862557.0
Ghana,40090299.0,42565681.0,47377028.0,48726251.0,48331818.0,49288390.0,50492108.0,51038061.0,57127404.0,62889371.0,66191573.0,68884240.0,71231161.0,75242239.0,79863052.0,79494094.0,81212420.0,86335047.0,92267022.0,99098017.0,103577053.0,108554218.0,111262903.0,113000289.0
Greece,50744220.0,50037668.0,49359690.0,46035878.0,46969879.0,48321447.0,44450753.0,41152568.0,43106514.0,44294227.0,42308658.0,41497936.0,41154265.0,40354821.0,37713127.0,38999878.0,36756360.0,36531010.0,34067173.0,33951233.0,34421965.0,33781842.0,30192414.0,24907660.0
Grenada,89528.0,88709.0,90208.0,87478.0,85567.0,75385.0,84035.0,83621.0,84110.0,82968.0,92001.0,97083.0,98108.0,101147.0,114827.0,129333.0,126760.0,113612.0,115761.0,107314.0,96801.0,103328.0,97900.0,92946.0
Guadeloupe,1998055.0,1656051.0,1968321.0,1799199.0,2254922.0,2224118.0,1948369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guatemala,46997888.0,49504435.0,52148453.0,52274368.0,58196349.0,55047233.0,55351889.0,63020536.0,63093440.0,67044257.0,68474604.0,66143185.0,75095409.0,81784974.0,95662026.0,99407060.0,99647687.0,85333507.0,89493819.0,93250140.0,90087993.0,87329242.0,88986237.0,84913008.0
Guinea,11945099.0,11896428.0,12339346.0,12828814.0,13328984.0,13819976.0,14226704.0,14780264.0,15075203.0,14928698.0,15906482.0,16432943.0,17271821.0,17907273.0,18461971.0,19133764.0,19887779.0,20739469.0,21641129.0,22952588.0,24483010.0,26459836.0,28483801.0,29987830.0
Guinea-Bissau,1250460.0,1255251.0,1243690.0,1242463.0,1311685.0,1416179.0,1467901.0,1414174.0,1576536.0,1536289.0,1677918.0,1595515.0,1717322.0,1691922.0,1617119.0,1735037.0,1751155.0,1775829.0,1842423.0,1972950.0,2036223.0,2118125.0,2148753.0,2127067.0
Guyana,7402538.0,8261884.0,9281061.0,8824495.0,9466068.0,7727996.0,7798681.0,8007388.0,7359524.0,7542475.0,7571755.0,8506043.0,7574369.0,7420116.0,8782519.0,9435515.0,7951920.0,7307276.0,6221969.0,6088319.0,6345860.0,6074888.0,5926293.0,5745785.0
Haiti,7354248.0,7488114.0,6800004.0,6900917.0,7903096.0,8276242.0,8303474.0,8966727.0,8714082.0,9797739.0,10701764.0,11037686.0,10912268.0,12009629.0,12567392.0,11719299.0,10919813.0,10772003.0,10469758.0,9833915.0,9197869.0,9553916.0,9403653.0,9113148.0
Honduras,15178558.0,15930255.0,16063111.0,20363140.0,20965481.0,21897120.0,22143029.0,23700985.0,23839684.0,25289727.0,20867463.0,21223360.0,22911840.0,23133176.0,22492037.0,22869199.0,24040461.0,24599967.0,25251552.0,24575724.0,23806844.0,22653589.0,24458511.0,22177740.0
Hungary,44256845.0,57373023.0,48101717.0,41063488.0,62950451.0,58687084.0,53463207.0,41936225.0,55436965.0,47954139.0,42493891.0,47277904.0,40603165.0,48272005.0,56255146.0,50673009.0,57660188.0,52829085.0,49695568.0,49865377.0,48989891.0,45942404.0,34093347.0,45493885.0
Iceland,381093.0,391937.0,409441.0,405254.0,429925.0,431284.0,453197.0,480791.0,485096.0,472880.0,476628.0,475049.0,492080.0,481208.0,517570.0,568503.0,593300.0,603302.0,594856.0,607834.0,597048.0,583531.0,586984.0,458191.0
India,1686828633.0,1713127846.0,1625484603.0,1711898345.0,1591330553.0,1660532201.0,1816180911.0,2074215528.0,2093339980.0,1931932684.0,2064571680.0,2255217607.0,2329810535.0,2353992575.0,2419833758.0,2408407413.0,2437096551.0,2451339324.0,2679287469.0,2768291143.0,2761931866.0,2924252634.0,3060311445.0,3132779397.0
Indonesia,336463151.0,347006212.0,364137497.0,386490241.0,413560021.0,437742366.0,460614874.0,457412883.0,485006380.0,505931143.0,535057500.0,539629521.0,586919079.0,595522608.0,604851648.0,624110010.0,617963260.0,679579967.0,698414400.0,711920468.0,720233099.0,771604473.0,776855071.0,701861750.0
Iran (Islamic Republic of),121977849.0,130301934.0,151503294.0,161389041.0,164750763.0,174389873.0,174474321.0,186516828.0,133911643.0,150401148.0,169089606.0,165920661.0,168117504.0,175485772.0,179959336.0,177219617.0,185062762.0,176240763.0,174173795.0,177952348.0,179185838.0,169435043.0,166408475.0,161115691.0
Iraq,16127152.0,19631093.0,24332335.0,19002155.0,19091337.0,20716566.0,20830951.0,19808211.0,15931825.0,16321455.0,20139958.0,21462657.0,22149546.0,27244804.0,26127478.0,13593648.0,14630746.0,14278070.0,12450171.0,24585344.0,30269403.0,22332413.0,17544904.0,18350998.0
Ireland,27966512.0,27862934.0,27012510.0,27563330.0,28976345.0,26351430.0,24026611.0,24011846.0,23949166.0,23131167.0,23860521.0,25563615.0,23997902.0,25648168.0,27048515.0,29104230.0,29750079.0,32293512.0,30816132.0,32469138.0,32413274.0,34245367.0,35128506.0,25475755.0
Israel,12861238.0,13044156.0,13384685.0,13210623.0,14097745.0,14126839.0,13766210.0,14360596.0,13766874.0,14154922.0,14055381.0,14423728.0,14957625.0,14908149.0,15260336.0,14729297.0,15069395.0,14816533.0,14637985.0,14665850.0,14790307.0,14816154.0,15143315.0,14259751.0
Italy,204479105.0,192758619.0,194241190.0,174389875.0,198771760.0,204952280.0,179488228.0,177122593.0,177517051.0,172135321.0,170572917.0,171410905.0,160193884.0,159184004.0,162988703.0,164551913.0,164393347.0,157916128.0,155644068.0,154956401.0,152874079.0,153905939.0,148372569.0,130988727.0
Jamaica,7188481.0,7721821.0,7152689.0,6917584.0,7211555.0,5756696.0,6706805.0,7106725.0,6308276.0,5825620.0,5652179.0,6075263.0,6015864.0,5819349.0,6547329.0,6146155.0,5438476.0,5410351.0,5292358.0,4721120.0,4223384.0,4287117.0,4475374.0,4050771.0
Japan,123107209.0,121383027.0,120678710.0,116521912.0,117500285.0,118021192.0,114186046.0,116991998.0,116738911.0,112890790.0,108161417.0,107392151.0,108826190.0,109769084.0,110055932.0,109975143.0,108207235.0,109025102.0,107064540.0,109015450.0,108049591.0,108886028.0,106985059.0,97432699.0
Jordan,3739069.0,3552247.0,4485071.0,4367621.0,4910325.0,5338286.0,5229193.0,5042896.0,5262862.0,5408372.0,6087764.0,6429323.0,6041519.0,6229234.0,6522194.0,7146985.0,7802058.0,6592521.0,6907629.0,6608371.0,6778035.0,7536173.0,7220808.0,7291841.0
Kazakhstan,42487380.0,53669091.0,55088586.0,54137273.0,50536909.0,54906983.0,60205098.0,68109190.0,58782752.0,71336629.0,54722598.0,86970817.0,59226172.0,72090833.0,71407240.0,75703143.0,81967359.0,84291964.0,86940186.0,72085764.0,78508690.0,71898569.0,85014980.0,71264584.0
Kenya,34373411.0,37753298.0,39500936.0,40034328.0,41666321.0,47701993.0,49744770.0,49625852.0,50884517.0,52819808.0,57267511.0,53824760.0,58658684.0,60649118.0,58044621.0,61030607.0,57911338.0,53043931.0,59236255.0,61076665.0,68831690.0,68359060.0,70399042.0,67102178.0
Kiribati,145810.0,146606.0,147968.0,151218.0,193059.0,192419.0,229081.0,235747.0,236970.0,239111.0,238601.0,239714.0,243465.0,248413.0,245574.0,246767.0,331134.0,328956.0,295121.0,256048.0,255546.0,254685.0,265261.0,268969.0
Kuwait,786289.0,763681.0,830336.0,952356.0,950483.0,1059920.0,1117105.0,1202313.0,1175999.0,1261016.0,1314118.0,1569394.0,1495533.0,1718174.0,1621209.0,1541246.0,1539311.0,1704619.0,1648606.0,1841013.0,1509612.0,1446506.0,1431316.0,1532098.0
Kyrgyzstan,11446599.0,12137068.0,11897496.0,13016540.0,13172795.0,11781863.0,12020627.0,12092317.0,12082580.0,12935164.0,12302935.0,12497758.0,12089688.0,13169271.0,12684021.0,14172882.0,15413402.0,15640672.0,16052843.0,16139755.0,15682787.0,14297026.0,15834206.0,15419038.0
Land Locked Developing Countries,444469850.0,486968245.0,505488041.0,530064869.0,539071649.0,563296552.0,587081497.0,610631216.0,602828507.0,642571352.0,673720628.0,717647954.0,731474670.0,796232782.0,823015962.0,842251296.0,881770396.0,905724916.0,931288368.0,935183349.0,981064684.0,972243628.0,989044248.0,978816732.0
Lao People's Democratic Republic,7932430.0,7853143.0,8859699.0,8768562.0,9103920.0,9746790.0,10241410.0,11471154.0,12587388.0,14196474.0,16286940.0,19487272.0,20488405.0,21860688.0,28159535.0,33379131.0,33893352.0,31052325.0,32190315.0,31225524.0,32598476.0,32759528.0,37531636.0,41477808.0
Latvia,6839182.0,6917055.0,7728557.0,7361637.0,7371040.0,8176480.0,7563684.0,8214519.0,7936759.0,7644376.0,7224690.0,7234775.0,8943584.0,8595657.0,9225936.0,11146727.0,10566035.0,10513764.0,6832318.0,10242291.0,10895859.0,9710313.0,10234233.0,8664608.0
Least Developed Countries,695037443.0,731747033.0,753990636.0,793668607.0,809009327.0,864632096.0,899822728.0,934792203.0,961924917.0,1015299270.0,1112103023.0,1139737730.0,1166485170.0,1231346927.0,1272105793.0,1275102922.0,1312803928.0,1344945805.0,1395657591.0,1411923121.0,1464285141.0,1477277497.0,1521816921.0,1511185116.0
Lebanon,6798145.0,5952415.0,6312016.0,6498507.0,7082644.0,6906320.0,6553896.0,6831373.0,7062530.0,6102411.0,5940672.0,6085527.0,6072894.0,6467497.0,6918261.0,7165901.0,7625357.0,7468055.0,7359175.0,7149189.0,7160534.0,7151536.0,7225092.0,6946321.0
Lesotho,970390.0,1214100.0,962180.0,888242.0,882418.0,936264.0,796732.0,852773.0,877710.0,822536.0,1052700.0,991114.0,983146.0,1015492.0,1048493.0,953432.0,830268.0,1209383.0,1097487.0,869444.0,836270.0,1001015.0,1034816.0,1035841.0
Liberia,2885290.0,2899746.0,2840556.0,2841396.0,2877746.0,2986545.0,3028777.0,3280976.0,3364009.0,3315600.0,3340792.0,3373704.0,3464682.0,3401770.0,3487744.0,3654155.0,3966699.0,3459418.0,3571562.0,3689745.0,3789027.0,3752173.0,3812077.0,3704046.0
Libya,4521001.0,4386054.0,4789520.0,4818817.0,4616043.0,4743780.0,4782918.0,4958987.0,4966687.0,5052312.0,5266471.0,5457197.0,5603043.0,5452670.0,5430029.0,5418883.0,5575193.0,5369500.0,5552156.0,5483876.0,5469344.0,5402900.0,5449629.0,5492083.0
Lithuania,17111125.0,14917862.0,16685771.0,16866799.0,16284321.0,16085931.0,12770067.0,16016247.0,16121054.0,17504076.0,14890375.0,16973026.0,20407588.0,19389707.0,21348891.0,22623206.0,21426143.0,21336117.0,17720851.0,20279948.0,22731162.0,19760228.0,20232755.0,19043296.0
Low Income Food Deficit Countries,652160400.0,694408303.0,716507285.0,752663762.0,771182741.0,808744453.0,837155632.0,848450099.0,850216747.0,902767911.0,991023496.0,1010677072.0,1062497079.0,1102022007.0,1132259607.0,1137496656.0,1168317786.0,1182065708.0,1239034273.0,1276155533.0,1328344117.0,1321963345.0,1360382618.0,1332920966.0
Luxembourg,1179463.0,1145891.0,1214136.0,1153535.0,1233277.0,1159171.0,1140692.0,1135058.0,1215668.0,1212776.0,1210641.0,1195927.0,1176631.0,1207922.0,1312335.0,1349665.0,1324475.0,1345739.0,1410893.0,1427974.0,1474659.0,1480858.0,1533870.0,1368338.0
Madagascar,21469719.0,21933025.0,21413292.0,21390618.0,22051290.0,26088177.0,26953909.0,27228567.0,27830063.0,30201412.0,30460245.0,30910176.0,32013491.0,29076649.0,29584833.0,28640739.0,28917271.0,28219797.0,28924387.0,29600669.0,29891991.0,30673267.0,31152900.0,31543871.0
Malawi,23018113.0,24638699.0,18701910.0,20336148.0,21737443.0,19493379.0,25868104.0,29591421.0,30019460.0,33638778.0,34339620.0,35770522.0,38925431.0,42200359.0,48622497.0,45958527.0,44386568.0,51222003.0,51989995.0,54900249.0,58567642.0,62479858.0,61608806.0,62495150.0
Malaysia,103180387.0,107277004.0,108469919.0,119008927.0,123988417.0,131600903.0,138374935.0,138368228.0,151602107.0,148965599.0,145522095.0,160961652.0,163951133.0,164813679.0,167402781.0,172069523.0,153250593.0,175721969.0,171020301.0,171499227.0,168248706.0,160231401.0,165106134.0,138008119.0
Maldives,51377.0,52597.0,53120.0,71891.0,86026.0,53848.0,46122.0,37799.0,38146.0,34133.0,30409.0,25425.0,21151.0,19042.0,20786.0,21346.0,22711.0,22239.0,21594.0,24092.0,24621.0,17779.0,17400.0,19558.0
Mali,11511929.0,13021541.0,12841554.0,15701393.0,14822532.0,16516104.0,16777603.0,19003517.0,21416353.0,25121379.0,23139749.0,25202765.0,26453405.0,27978869.0,26649365.0,29665593.0,35408178.0,36830291.0,38299245.0,38987234.0,40040281.0,38401886.0,40799855.0,41019690.0
Malta,460044.0,442240.0,435914.0,416575.0,424668.0,399823.0,422570.0,404278.0,428843.0,385558.0,399151.0,401587.0,382667.0,380457.0,392365.0,376790.0,369562.0,369891.0,280647.0,270402.0,248329.0,241573.0,242681.0,217421.0
Marshall Islands,5614.0,4937.0,17230.0,39882.0,24684.0,28435.0,35090.0,29330.0,37946.0,34654.0,32912.0,28556.0,31944.0,33880.0,24200.0,26136.0,36784.0,60000.0,46607.0,54557.0,56009.0,48749.0,60051.0,52539.0
Martinique,1323734.0,1186301.0,1335373.0,1172247.0,1180310.0,1096437.0,967473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mauritania,1360493.0,1259749.0,1291624.0,1429119.0,1320173.0,1452523.0,1438564.0,1470686.0,1483363.0,1479061.0,1711463.0,1573166.0,1878887.0,1835390.0,2015713.0,1920970.0,1949936.0,2053408.0,2201633.0,2029717.0,2171511.0,2366284.0,2476974.0,2469404.0
Mauritius,11326837.0,12842865.0,10807913.0,11514196.0,11721721.0,11035144.0,10555277.0,9452217.0,10068587.0,10406217.0,9799095.0,9514728.0,8922168.0,8646203.0,9102453.0,8956630.0,8549769.0,8378741.0,7199835.0,7734993.0,6043140.0,6158380.0,5345927.0,5460606.0
Melanesia,21954261.0,20530855.0,21079519.0,20387458.0,21229946.0,21179628.0,22276051.0,22185421.0,22333344.0,21804181.0,21031057.0,22478551.0,21440793.0,22198699.0,24136427.0,24298706.0,23519378.0,24140711.0,24504185.0,25010400.0,24369560.0,24300029.0,25548871.0,24206892.0
Mexico,257670565.0,276207764.0,268078012.0,280318025.0,288619731.0,288207402.0,296637250.0,306878790.0,312153389.0,295109185.0,306903282.0,294896422.0,311574965.0,337184527.0,338752920.0,336416259.0,354585743.0,361091746.0,363554587.0,369832255.0,360108756.0,364998934.0,369253837.0,351201756.0
Micronesia,251247.0,251414.0,265108.0,291412.0,314750.0,314227.0,354749.0,357241.0,364451.0,363166.0,360202.0,375826.0,388086.0,396863.0,404979.0,406961.0,502991.0,524489.0,503954.0,472645.0,473773.0,465572.0,487379.0,481247.0
Micronesia (Federated States of),96375.0,96364.0,96341.0,96684.0,93317.0,89623.0,86767.0,88286.0,85592.0,85397.0,84648.0,103776.0,108524.0,110282.0,131257.0,130090.0,131088.0,131515.0,158189.0,157919.0,158117.0,158031.0,157955.0,155680.0
Middle Africa,106669495.0,110329516.0,113039671.0,116790235.0,120374254.0,130023663.0,132234436.0,138460135.0,142247636.0,156658043.0,208733627.0,212900743.0,212555158.0,232319726.0,225977618.0,229819045.0,239954686.0,243047149.0,251271158.0,255062935.0,264624545.0,266274696.0,274646487.0,276658643.0
Mongolia,2346337.0,1966895.0,1808286.0,1861384.0,2026125.0,1798981.0,2065392.0,2149205.0,2478789.0,3125113.0,2960050.0,3632477.0,4003836.0,4043045.0,4488739.0,4439230.0,4837784.0,4350889.0,5163186.0,5186205.0,5882434.0,5376213.0,5951972.0,5246538.0
Montenegro,0.0,0.0,0.0,0.0,0.0,0.0,1116898.0,641712.0,658530.0,651005.0,670895.0,813720.0,686442.0,734905.0,744019.0,759318.0,793307.0,772412.0,777969.0,741786.0,748400.0,730315.0,720857.0,630175.0
Morocco,35303742.0,39258334.0,43414971.0,51538398.0,53895843.0,44954019.0,56878402.0,41366505.0,48821268.0,59514930.0,56171803.0,61939012.0,52921669.0,62395707.0,60970622.0,71749073.0,53204383.0,69386452.0,72373607.0,63031184.0,54962218.0,69653512.0,53811568.0,49845122.0
Mozambique,18524858.0,20452317.0,17420772.0,24789739.0,25141216.0,21916325.0,24685585.0,23851375.0,22104778.0,27307287.0,29898338.0,32799353.0,30345605.0,28129868.0,27282656.0,24433485.0,24503137.0,26658327.0,32936093.0,34592889.0,32883591.0,35160883.0,38095040.0,34275702.0
Myanmar,78788235.0,84517114.0,84910180.0,90977760.0,97015606.0,105836591.0,117809515.0,125084113.0,131007318.0,133773162.0,135487355.0,129365470.0,124938360.0,129947613.0,130928044.0,130987792.0,130080635.0,128944380.0,124154779.0,122471409.0,120494939.0,122337382.0,122804725.0,117176459.0
Namibia,1491118.0,1498422.0,1495699.0,1565914.0,1632513.0,1703066.0,1820268.0,1755428.0,1776654.0,1809713.0,1880719.0,1907781.0,2047015.0,1922778.0,1981948.0,1993735.0,1944714.0,2091004.0,2111501.0,1946301.0,2065373.0,2010528.0,2081381.0,1925107.0
Nauru,3447.0,3508.0,3568.0,3629.0,3690.0,3750.0,3811.0,3878.0,3944.0,4004.0,4042.0,3780.0,4153.0,4288.0,3948.0,3968.0,3985.0,4018.0,4037.0,4121.0,4102.0,4107.0,4111.0,4060.0
Nepal,30046298.0,31236946.0,32283955.0,34011190.0,34301929.0,35473017.0,35302315.0,37675464.0,39166263.0,39148689.0,41857801.0,45306604.0,46504893.0,47040688.0,48295539.0,47503701.0,53267614.0,51112974.0,54032286.0,55406535.0,56771816.0,56688115.0,58318850.0,57251690.0
Net Food Importing Developing Countries,1526114827.0,1551145903.0,1604585949.0,1663070586.0,1702979096.0,1735838250.0,1790782879.0,1853917176.0,1935038245.0,1995698211.0,2074411067.0,2148877893.0,2202527506.0,2317521736.0,2377587001.0,2405624230.0,2433183876.0,2506667358.0,2520237214.0,2562706327.0,2655153666.0,2720283797.0,2751116371.0,2709374888.0
Netherlands (Kingdom of the),84508541.0,78817164.0,78976371.0,77098857.0,80555595.0,78050856.0,76601467.0,78982162.0,80219048.0,83015887.0,82610928.0,85430684.0,83181622.0,84617189.0,88978780.0,87026202.0,89529394.0,97638389.0,87217425.0,92511249.0,92047427.0,91795524.0,93761377.0,74256140.0
New Caledonia,97906.0,102580.0,104353.0,102364.0,110673.0,111206.0,109685.0,107339.0,108594.0,100240.0,102782.0,100968.0,111979.0,102313.0,107707.0,134512.0,132670.0,132727.0,138181.0,138343.0,140818.0,128067.0,116141.0,101045.0
New Zealand,44178714.0,46551811.0,48618238.0,49750910.0,51876372.0,50864197.0,52110856.0,53700438.0,53453592.0,56210406.0,57327480.0,57940168.0,63154596.0,64065447.0,70100722.0,71486973.0,70011243.0,68707083.0,70639566.0,70939313.0,71396435.0,70387780.0,68169824.0,55947256.0
Nicaragua,12391418.0,11645500.0,11955917.0,14538414.0,13950764.0,14134695.0,15489618.0,15594918.0,15268263.0,17292057.0,16916192.0,18445107.0,21946482.0,22407345.0,22714893.0,21737758.0,21989968.0,24500770.0,25130574.0,24951600.0,25323707.0,25336444.0,26507539.0,23661950.0
Niger,9072565.0,11750507.0,13129641.0,12980857.0,11623389.0,14296204.0,15681490.0,16210078.0,19838423.0,15505776.0,21600858.0,17821079.0,21565076.0,21419298.0,22850693.0,26022973.0,27785330.0,28679821.0,30787700.0,30695211.0,33863788.0,27278053.0,35424833.0,32819621.0
Nigeria,241105363.0,239608319.0,252538939.0,265949105.0,283202055.0,300110095.0,322908690.0,300948528.0,321257513.0,276172790.0,315394546.0,300377278.0,324378447.0,318791897.0,364135622.0,373145611.0,400896157.0,406623684.0,431087896.0,413755322.0,422685961.0,442038025.0,454689795.0,449987021.0
Niue,12479.0,12487.0,12565.0,12825.0,12786.0,12740.0,12728.0,12969.0,13025.0,13261.0,13668.0,13604.0,13904.0,13706.0,13822.0,13232.0,13619.0,13734.0,13810.0,13839.0,13679.0,13659.0,13642.0,13625.0
North Macedonia,4609544.0,4127504.0,4121289.0,4159727.0,4866731.0,4753428.0,4789126.0,4842587.0,5291027.0,5260309.0,5360221.0,5280844.0,4957516.0,5348227.0,5420876.0,5585807.0,5878483.0,4836697.0,5740233.0,5407805.0,5658025.0,5274601.0,5470021.0,4312532.0
Northern Africa,262699931.0,274709836.0,286650963.0,321054451.0,323771493.0,330843316.0,349639937.0,339622564.0,347966846.0,374341315.0,360196546.0,382990934.0,376930192.0,395450778.0,407264305.0,415845971.0,399333709.0,414422777.0,423650610.0,423176590.0,418404897.0,433667415.0,428502981.0,406479597.0
Northern America,1756667370.0,1672366786.0,1607240347.0,1726869506.0,1858661541.0,1796371838.0,1763191016.0,1886971876.0,1881620378.0,1932832555.0,1895281213.0,1860867315.0,1847675992.0,2040911722.0,2065835594.0,2060028298.0,2262582597.0,2145611019.0,2142476425.0,2051847840.0,2129793962.0,2129170422.0,2071712153.0,2053904880.0
Northern Europe,310871927.0,293866399.0,307722170.0,301192326.0,302958109.0,298997688.0,280552582.0,280062082.0,293368279.0,293731162.0,280571894.0,295463259.0,288685903.0,295290540.0,319210852.0,316786706.0,305021024.0,324880571.0,290713034.0,327704213.0,313014396.0,316048940.0,323769932.0,270914466.0
Norway,9032699.0,8861489.0,8756842.0,9028613.0,9441901.0,8950071.0,8820216.0,8877726.0,9484867.0,8631046.0,8940447.0,8377984.0,8621721.0,8457414.0,9090763.0,9339439.0,9440204.0,9191767.0,8451143.0,9220475.0,9365332.0,9180079.0,9281191.0,6696172.0
